Subsite_Code,Subsite_Name,Subsite_Type,System,Zone,date_sampled,Sample_No,Measure,Result,Result_Qualifier,Result_Text,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/07/2023,8593471,Site Temp,7.5,NULL,7.5,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/07/2023,8593472,Coliform,1300,NULL,1300,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/07/2023,8593472,E Coli,63,NULL,63,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638575,Site Temp,4.3,NULL,4.3,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638577,Coliform,610,NULL,610,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638577,E Coli,37,NULL,37,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638572,Turbidity,7.6,NULL,7.6,NTU
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638574,Colour,60,NULL,60,Pt/Co units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638571,Total Nitrogen,0.5,NULL,0.5,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638571,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638571,Total Phosphorus,0.08,NULL,0.08,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638573,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638573,Nitrate - Nitrogen,0.08,NULL,0.08,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638573,Phosphate,0.005,<,<0.01,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638574,Electrical Conductivity,150,NULL,150,uS/cm
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,21/07/2023,8638574,pH,7.4,NULL,7.4,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681377,Turbidity,7,NULL,7,NTU
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681379,Electrical Conductivity,180,NULL,180,uS/cm
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681379,pH,7.4,NULL,7.4,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681382,Coliform,730,NULL,730,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681382,E Coli,120,NULL,120,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681376,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681376,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681379,Colour,50,NULL,50,Pt/Co units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681381,Site Temp,8.3,NULL,8.3,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681376,Total Nitrogen,0.3,NULL,0.3,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681378,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681378,Nitrate - Nitrogen,0.03,NULL,0.03,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,4/08/2023,8681378,Phosphate,0.005,<,<0.01,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727055,Site Temp,5,NULL,5,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727050,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727051,Turbidity,6,NULL,6,NTU
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727053,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727053,Nitrate - Nitrogen,0.08,NULL,0.08,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727053,Phosphate,0.02,NULL,0.02,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727054,Colour,50,NULL,50,Pt/Co units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727054,Electrical Conductivity,200,NULL,200,uS/cm
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727054,pH,7.8,NULL,7.8,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727056,Coliform,410,NULL,410,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727056,E Coli,16,NULL,16,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727050,Total Nitrogen,0.4,NULL,0.4,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,18/08/2023,8727050,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774955,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774956,Turbidity,6.7,NULL,6.7,NTU
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774958,Colour,50,NULL,50,Pt/Co units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774958,Electrical Conductivity,200,NULL,200,uS/cm
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774958,pH,7.8,NULL,7.8,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774959,Site Temp,9.2,NULL,9.2,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774960,Coliform,2400,>,>2400,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774960,E Coli,53,NULL,53,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774955,Total Nitrogen,0.4,NULL,0.4,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774955,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774957,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774957,Nitrate - Nitrogen,0.03,NULL,0.03,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,31/08/2023,8774957,Phosphate,0.005,<,<0.01,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825608,Site Temp,8.9,NULL,8.9,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825604,Total Nitrogen,0.4,NULL,0.4,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825604,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825605,Turbidity,7,NULL,7,NTU
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825606,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825606,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825606,Phosphate,0.005,<,<0.01,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825607,Electrical Conductivity,200,NULL,200,uS/cm
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825607,pH,7.4,NULL,7.4,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825604,Total Phosphorus,0.09,NULL,0.09,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825607,Colour,60,NULL,60,Pt/Co units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825609,Coliform,2000,NULL,2000,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,14/09/2023,8825609,E Coli,27,NULL,27,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875247,Total Nitrogen,0.3,NULL,0.3,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875247,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875247,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875248,Turbidity,4.3,NULL,4.3,NTU
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875249,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875249,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875249,Phosphate,0.005,<,<0.01,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875250,Electrical Conductivity,260,NULL,260,uS/cm
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875250,pH,7.8,NULL,7.8,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875250,Colour,40,NULL,40,Pt/Co units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875251,Site Temp,12.1,NULL,12.1,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875252,Coliform,920,NULL,920,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,26/09/2023,8875252,E Coli,50,NULL,50,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971807,Turbidity,5.5,NULL,5.5,NTU
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971811,Electrical Conductivity,260,NULL,260,uS/cm
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971811,pH,7.5,NULL,7.5,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971813,Site Temp,11.4,NULL,11.4,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971804,Total Nitrogen,0.3,NULL,0.3,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971804,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,MCPA,0.005,<,<0.01,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,"2,4-D",0.005,<,<0.01,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,NULL,115,NULL,115,%
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,DDD,0.00003,<,<0.00006,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,DDE,0.00003,<,<0.00006,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Aldrin,0.000005,<,<0.00001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Total Aldrin Dieldrin,0.000005,<,<0.00001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,BHC Alpha Isomer,0.000025,<,<0.00005,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,BHC Beta Isomer,0.000025,<,<0.00005,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,BHC Delta Isomer,0.000025,<,<0.00005,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Chlordane,0.000005,<,<0.00001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Cis-Chlordane,0.000005,<,<0.00001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Total DDT,0.00003,<,<0.00006,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,DDT,0.00003,<,<0.00006,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Dieldrin,0.000005,<,<0.00001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Endosulfan I,0.000025,<,<0.00005,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Endosulfan II,0.000025,<,<0.00005,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Endosulfan,0.000025,<,<0.00005,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Endosulfan Sulphate,0.000025,<,<0.00005,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Endrin Aldehyde,0.00005,<,<0.0001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Endrin Ketone,0.000025,<,<0.00005,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Endrin,0.00005,<,<0.0001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Heptachlor,0.000025,<,<0.00005,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Heptachlor epoxide,0.000025,<,<0.00005,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Hexachlorobenzene,0.000001,<,<0.000002,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Lindane,0.000025,<,<0.00005,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Methoxychlor,0.0001,<,<0.0002,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Oxy-Chlordane,0.000005,<,<0.00001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Trans-Chlordane,0.000005,<,<0.00001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Silver,0.0005,<,<0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Aluminium,0.3,NULL,0.3,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Arsenic,0.001,NULL,0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Boron,0.02,NULL,0.02,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Barium,0.023,NULL,0.023,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Beryllium,0.0005,<,<0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Cadmium,0.0001,<,<0.0002,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Cobalt,0.0005,<,<0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Chromium,0.0005,<,<0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Copper,0.001,NULL,0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Iron,1.5,NULL,1.5,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Mercury,0.00005,<,<0.0001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Manganese,0.031,NULL,0.031,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Molybdenum,0.0005,<,<0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Nickel,0.002,NULL,0.002,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Lead,0.0005,<,<0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Antimony,0.0005,<,<0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Selenium,0.0005,<,<0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Tin,0.0005,<,<0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Strontium,0.073,NULL,0.073,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Titanium,0.007,NULL,0.007,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Thallium,0.0005,<,<0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Vanadium,0.0005,<,<0.001,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985521,Zinc,0.012,NULL,0.012,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8985536,Total DDT,0.00003,NULL,NULL,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971804,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971809,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971809,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971809,Phosphate,0.005,<,<0.01,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971811,Colour,60,NULL,60,Pt/Co units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971815,Coliform,1100,NULL,1100,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,13/10/2023,8971815,E Coli,26,NULL,26,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971805,Turbidity,4.9,NULL,4.9,NTU
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971808,Colour,48,NULL,48,Pt/Co units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971808,Electrical Conductivity,300,NULL,300,uS/cm
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971808,pH,7.5,NULL,7.5,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971810,Site Temp,10.2,NULL,10.2,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971812,Coliform,1000,NULL,1000,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971812,E Coli,180,NULL,180,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971803,Total Nitrogen,0.3,NULL,0.3,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971803,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971803,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971806,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971806,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,27/10/2023,8971806,Phosphate,0.005,<,<0.01,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044335,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044336,Turbidity,6,NULL,6,NTU
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044338,Electrical Conductivity,350,NULL,350,uS/cm
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044338,pH,7.7,NULL,7.7,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044341,Coliform,1000,NULL,1000,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044341,E Coli,34,NULL,34,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044335,Total Phosphorus,0.06,NULL,0.06,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044337,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044337,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044337,Phosphate,0.005,<,<0.01,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044338,Colour,70,NULL,70,Pt/Co units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044340,Site Temp,16.3,NULL,16.3,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,10/11/2023,9044335,Total Nitrogen,0.5,NULL,0.5,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091224,Turbidity,3,NULL,3,NTU
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091227,Electrical Conductivity,430,NULL,430,uS/cm
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091227,pH,7.5,NULL,7.5,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091229,Coliform,580,NULL,580,MPN/100mL
